date,amfi_code,scheme_name,nav
2021-08-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.5778
2021-08-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.8351
2021-08-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.1156
2021-08-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.1156
2021-08-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,103.1156
2021-08-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.6818
2021-08-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.9948
2021-08-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.7792
2021-08-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.7792
2021-08-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.3154
2021-08-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.3154
2021-08-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.3154
2021-08-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,100.065
2021-08-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.0715
2021-08-25,125497.0,SBI Small Cap Fund - Direct Plan - Growth,101.532
2021-08-26,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.162
2021-08-27,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.8137
2021-08-28,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.8137
2021-08-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,102.8137
2021-08-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,104.648
